Bibliographic,,,Study methods,,,,,,,,,,Study outcomes,,,,,,,,,Effect size,,Comparator (spatial),,,,Comparator (temporal),,,,,,Reviewer comments,,,,,
Covidence ID,Citation,Data point,Study focus,Outcome measure focus,Source of data,Data type,Primary data collection method,Primary data collection method,Primary data collection method,Secondary data type,Secondary data source,Secondary data source,Outcome category,Analysis,Outcome measure,Taxon,Species,Unit,Additional treatment variables,Demographic groups,Qualitative analysis,Statistical analysis of impacts,Statistical methods,Number of reference sites (MPA),Number of comparator sites (OA),Number of reference sites (TURF),Number of reference sites (MEABR),Study start date,Study end date,Study duration,Number of time intervals,Before / after study,BACI study,,,,,,
#372,Gelcich 2008,10,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Abundance,Inferential analysis,Abundance,Reef fish,N/A,individuals/100m2,N/A,N/A,N/A,Yes,ANOVA,0,3,0,3,2005,2006,<1,1,No,No,,,,,,
#372,Gelcich 2008,11,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Community composition,Inferential analysis,Community composition,Reef fish,N/A,Bray-Curtis similarity,N/A,N/A,N/A,Yes,"ANOSIM, SIMPER",0,3,0,3,2005,2006,<1,1,No,No,,,,,,
#39,Suazo 2024,1,Environmental,Environmental,Primary,Quantitative,Survey,Camera traps,N/A,N/A,N/A,N/A,Abundance,Descriptive,Parental attendance,White-capped albatross,T. steadi,no. of visits,N/A,N/A,N/A,No,N/A,1,0,0,0,2022,2022,<1,60,No,No,,,,,,
#39,Suazo 2024,2,Environmental,Environmental,Primary,Quantitative,Survey,Camera traps,N/A,N/A,N/A,N/A,Behaviour,Descriptive,Visit time,White-capped albatross,T. steadi,time of day,N/A,N/A,N/A,No,N/A,1,0,0,0,2022,2022,<1,60,No,No,,,,,,
#39,Suazo 2024,3,Environmental,Environmental,Primary,Quantitative,Survey,Camera traps,N/A,N/A,N/A,N/A,Behaviour,Descriptive,Visit duration,White-capped albatross,T. steadi,minutes,N/A,N/A,N/A,No,N/A,1,0,0,0,2022,2022,<1,60,No,No,,,,,,
#368,Gelcich 2008,1,Social,Social,Primary,Quantitative,Focus group,Questionnaire,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Resource use and valuation,N/A,N/A,Likert scale,"Age, Income, Non-fishing activities, Monitoring costs, Union income, Time since MEABR established",Fishers (217),N/A,Yes,"Kruskal-Wallis test, Multiple regression analysis",0,0,0,10,2003,2004,<1,1,No,No,,,,,,
#368,Gelcich 2008,2,Social,Social,Primary,Quantitative,Focus group,Questionnaire,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Stakeholder participation,N/A,N/A,Likert scale,"Age, Income, Non-fishing activities, Monitoring costs, Union income, Time since MEABR established",Fishers (217),N/A,Yes,"Kruskal-Wallis test, Multiple regression analysis",0,0,0,10,2003,2004,<1,1,No,No,,,,,,
#368,Gelcich 2008,3,Social,Social,Primary,Quantitative,Focus group,Questionnaire,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Compliance,N/A,N/A,Likert scale,"Age, Income, Non-fishing activities, Monitoring costs, Union income, Time since MEABR established",Fishers (217),N/A,Yes,"Kruskal-Wallis test, Multiple regression analysis",0,0,0,10,2003,2004,<1,1,No,No,,,,,,
#368,Gelcich 2008,4,Social,Social,Primary,Quantitative,Focus group,Questionnaire,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Ecological effectiveness,N/A,N/A,Likert scale,"Age, Income, Non-fishing activities, Monitoring costs, Union income, Time since MEABR established",Fishers (217),N/A,Yes,"Kruskal-Wallis test, Multiple regression analysis",0,0,0,10,2003,2004,<1,1,No,No,,,,,,
#368,Gelcich 2008,5,Social,Social,Primary,Quantitative,Focus group,Questionnaire,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Food / economic security impacts,N/A,N/A,Likert scale,"Age, Income, Non-fishing activities, Monitoring costs, Union income, Time since MEABR established",Fishers (217),N/A,Yes,"Kruskal-Wallis test, Multiple regression analysis",0,0,0,10,2003,2004,<1,1,No,No,,,,,,
#369,Pollack 2008,1,Social,Social,Mixed,Qualitative,Participant observation,Interview,N/A,Published literature,Official documents,N/A,User perception,Narrative,Compliance,N/A,N/A,N/A,N/A,Fishers (12),"Grounded theory, IBEFish criteria",No,N/A,1,0,0,0,2006,2006,<1,1,No,No,,,,,,
#369,Pollack 2008,2,Social,Social,Mixed,Qualitative,Participant observation,Interview,N/A,Published literature,Official documents,N/A,User perception,Narrative,Effectiveness of governance,N/A,N/A,N/A,N/A,Fishers (12),"Grounded theory, IBEFish criteria",No,N/A,1,0,0,0,2006,2006,<1,1,No,No,,,,,,
#369,Pollack 2008,3,Social,Social,Mixed,Qualitative,Participant observation,Interview,N/A,Published literature,Official documents,N/A,User perception,Narrative,Ecological effectiveness,N/A,N/A,N/A,N/A,Fishers (12),"Grounded theory, IBEFish criteria",No,N/A,1,0,0,0,2006,2006,<1,1,No,No,,,,,,
#369,Pollack 2008,4,Social,Social,Mixed,Qualitative,Participant observation,Interview,N/A,Published literature,Official documents,N/A,User perception,Narrative,Stakeholder participation,N/A,N/A,N/A,N/A,Fishers (12),"Grounded theory, IBEFish criteria",No,N/A,1,0,0,0,2006,2006,<1,1,No,No,,,,,,
#369,Pollack 2008,5,Social,Social,Mixed,Qualitative,Participant observation,Interview,N/A,Published literature,Official documents,N/A,User perception,Narrative,Cultural identity impacts,N/A,N/A,N/A,N/A,Fishers (12),"Grounded theory, IBEFish criteria",No,N/A,1,0,0,0,2006,2006,<1,1,No,No,,,,,,
#369,Pollack 2008,6,Social,Social,Mixed,Qualitative,Participant observation,Interview,N/A,Published literature,Official documents,N/A,User perception,Narrative,Resource use and valuation,N/A,N/A,N/A,N/A,Fishers (12),"Grounded theory, IBEFish criteria",No,N/A,1,0,0,0,2006,2006,<1,1,No,No,,,,,,
#30,Nykol 2024,1,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Abundance,Descriptive,Abundance,Benthic assemblages,N/A,individuals/m2,N/A,N/A,N/A,No,N/A,1,1,0,0,2018,2018,<1,1,No,No,,,,,,
#30,Nykol 2024,2,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Richness,Descriptive,Species richness,Benthic assemblages,N/A,no. of species,N/A,N/A,N/A,No,N/A,1,1,0,0,2018,2018,<1,1,No,No,,,,,,
#30,Nykol 2024,3,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Diversity,Inferential analysis,Diversity (?),Benthic assemblages,N/A,Shannon-Wiener Index,N/A,N/A,N/A,Yes,Diversity permutation test,1,1,0,0,2018,2018,<1,1,No,No,,,,,,
#30,Nykol 2024,4,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Diversity,Inferential analysis,Diversity (?),Benthic assemblages,N/A,Simpson Index,N/A,N/A,N/A,Yes,Diversity permutation test,1,1,0,0,2018,2018,<1,1,No,No,,,,,,
#30,Nykol 2024,5,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Diversity,Inferential analysis,Diversity (?) ,Benthic assemblages,N/A,Ecological connectivity,N/A,N/A,N/A,Yes,PERMANOVA,1,1,0,0,2018,2018,<1,1,No,No,,,,,,
#30,Nykol 2024,6,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Diversity,Inferential analysis,Functional diversity,Benthic assemblages,N/A,% (traits),"Diet, larval development",N/A,N/A,Yes,"Diversity permutation test, PCA, PERMANOVA",1,1,0,0,2018,2018,<1,1,No,No,,,,,,
#413,Martínez 2002,1,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Artificial collectors,Laboratory analysis,N/A,N/A,N/A,Abundance,Inferential analysis,Settlement,Loco,Concholepas concholepas,individuals/day/collector,Substrate type,N/A,N/A,Yes,ANOVA (time only),1,0,0,1,1999,2001,2,21,No,No,,,,,,
#413,Martínez 2002,2,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Abundance,Descriptive,Abundance,Barnacle,Notobalanus flosculus,% cover,N/A,N/A,N/A,No,N/A,1,0,0,1,1999,2001,2,21,No,No,,,,,,
#413,Martínez 2002,3,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Artificial collectors,Laboratory analysis,N/A,N/A,N/A,Size,Inferential analysis,Shell length,Loco,Concholepas concholepas,mm,N/A,N/A,N/A,Yes,ANOVA (time only),1,0,0,1,1999,2001,2,2,No,No,,,,,,
#440,Moreno 1998,1,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Abundance,Descriptive,Settlement (recruits),Loco,Concholepas concholepas,individuals/45m2,"SOI (Southern Oscillation Index), upwelling",N/A,N/A,No,N/A,1,0,0,0,1989,1997,8,104,No,No,,,,,,
#398,Gelcich 2005,1,Social-economic,Social,Mixed,Qualitative,Questionnaire,Interview,N/A,Official reports,N/A,N/A,User perception,Narrative,Ecological effectiveness,N/A,N/A,N/A,N/A,"Government representative (1), Syndicates' commission (9), Directorate (11), Syndicate members (33)",Discourse analysis,Yes,"Multivariate analysis, MDS, ANOSIM",0,0,0,3,2002,2003,<1,1,No,No,,,,,,
#398,Gelcich 2005,2,Social-economic,Social,Mixed,Qualitative,Questionnaire,Interview,N/A,Official reports,N/A,N/A,User perception,Narrative,Food / economic security impacts,N/A,N/A,N/A,N/A,"Government representative (1), Syndicates' commission (9), Directorate (11), Syndicate members (33)",Discourse analysis,Yes,"Multivariate analysis, MDS, ANOSIM",0,0,0,3,2002,2003,<1,1,No,No,,,,,,
#398,Gelcich 2005,3,Social-economic,Social,Mixed,Qualitative,Questionnaire,Interview,N/A,Official reports,N/A,N/A,User perception,Narrative,Cultural identity impacts,N/A,N/A,N/A,N/A,"Government representative (1), Syndicates' commission (9), Directorate (11), Syndicate members (33)",Discourse analysis,Yes,"Multivariate analysis, MDS, ANOSIM",0,0,0,3,2002,2003,<1,1,No,No,,,,,,
#398,Gelcich 2005,4,Social-economic,Economic,Mixed,Quantitative,Questionnaire,Interview,N/A,Official reports,N/A,N/A,Income,Descriptive,Income,N/A,N/A,N/A,N/A,N/A,No,No,N/A,0,0,0,1,2002,2003,<1,2,No,No,,,,,,
#289,Gelcich 2013,1,Economic,Economic,Primary,Quantitative,Survey,Contingent valuation ,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Resource use and valuation,N/A,N/A,% (scale),"Income, education",Tourists (604),No,Yes,Mann-Whitney test,1,0,0,0,2010,2010,<1,1,No,No,,,,,,
#289,Gelcich 2013,1,Economic,Economic,Primary,Quantitative,Survey,Contingent valuation ,N/A,N/A,N/A,N/A,Willingness to pay,Inferential analysis,Willingness to pay (entry fee),N/A,N/A,WTP (US$),"Income, education",Tourists (604),No,Yes,Weibull Proportional Hazards Regression Model,1,0,0,0,2010,2010,<1,1,No,No,,,,,,
#289,Gelcich 2013,2,Economic,Economic,Primary,Quantitative,Survey,Contingent valuation ,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Ecological effectiveness,N/A,N/A,% (scale),"Income, education",Tourists (604),No,Yes,Mann-Whitney test,1,0,0,0,2010,2010,<1,1,No,No,Tests difference in knowledge about ecological benefits among different groups of tourists,,,,,
#391,Gonzalez 2006,1,Economic-environmental,Environmental,Mixed,Quantitative,Direct non-extractive sampling,Interview,N/A,Published literature,Official reports (SERNAPESCA),N/A,Area,Descriptive,Suitable habitat used for MEABR,Loco,Concholepas concholepas,ha,N/A,N/A,No,No,N/A,0,Multiple,0,Multiple,2004,2004,<1,1,No,No,,,,,,
#391,Gonzalez 2006,2,Economic-environmental,Environmental,Mixed,Quantitative,Direct non-extractive sampling,Interview,N/A,Published literature,Official reports (SERNAPESCA),N/A,Area,Descriptive,MEABR no.,Loco,Concholepas concholepas,no. of MEABRs,N/A,N/A,No,No,N/A,0,Multiple,0,Multiple,2004,2004,<1,1,No,No,,,,,,
#391,Gonzalez 2006,3,Economic-environmental,Economic,Mixed,Quantitative,Direct non-extractive sampling,Interview,N/A,Published literature,Official reports (SERNAPESCA),N/A,Fishing pressure,Descriptive,Fishing pressure,Loco,Concholepas concholepas,no. of trips,N/A,N/A,No,No,N/A,0,0,0,15,N/A,N/A,N/A,1,No,No,,,,,,
#391,Gonzalez 2006,4,Economic-environmental,Economic,Mixed,Quantitative,Direct non-extractive sampling,Interview,N/A,Published literature,Official reports (SERNAPESCA),N/A,Landings (illegal),Descriptive,Estimated illegal catch,Loco,Concholepas concholepas,tonnes,N/A,N/A,No,No,N/A,0,0,0,Multiple,1987,2002,15,15,No,No,,,,,,
#391,Gonzalez 2006,5,Economic-environmental,Economic,Mixed,Quantitative,Direct non-extractive sampling,Interview,N/A,Published literature,Official reports (SERNAPESCA),N/A,Catch per unit effort,Descriptive,Catch per unit effort,Loco,Concholepas concholepas,catch/hour,N/A,N/A,No,No,N/A,0,0,0,1,1980,2003,23,19,Yes,No,,,,,,
#391,Gonzalez 2006,6,Economic-environmental,Economic,Mixed,Quantitative,Direct non-extractive sampling,Interview,N/A,Published literature,Official reports (SERNAPESCA),N/A,Landings,Descriptive,Landings,Loco,Concholepas concholepas,tonnes,N/A,N/A,No,No,N/A,0,0,0,1,1980,2003,23,19,Yes,No,,,,,,
#391,Gonzalez 2006,7,Economic-environmental,Economic,Mixed,Quantitative,Direct non-extractive sampling,Interview,N/A,Published literature,Official reports (SERNAPESCA),N/A,Catch per unit effort,Descriptive,Catch per unit effort,Loco,Concholepas concholepas,catch/hour,N/A,N/A,No,No,N/A,0,0,0,15,1984,1985,1,13,No,No,,,,,,
#391,Gonzalez 2006,8,Economic-environmental,Economic,Mixed,Quantitative,Direct non-extractive sampling,Interview,N/A,Published literature,Official reports (SERNAPESCA),N/A,Catch per unit effort,Descriptive,Catch per unit effort,Loco,Concholepas concholepas,individuals/hour,N/A,N/A,No,No,N/A,0,0,0,5,1993,1993,1,10,No,No,,,,,,
#391,Gonzalez 2006,9,Economic-environmental,Economic,Mixed,Quantitative,Direct non-extractive sampling,Interview,N/A,Published literature,Official reports (SERNAPESCA),N/A,Catch per unit effort,Descriptive,Catch per unit effort,Loco,Concholepas concholepas,individuals/hour,N/A,N/A,No,No,N/A,0,0,0,5,1993,1998,5,6,No,No,,,,,,
#391,Gonzalez 2006,10,Economic-environmental,Economic,Mixed,Quantitative,Direct non-extractive sampling,Interview,N/A,Published literature,Official reports (SERNAPESCA),N/A,Density,Descriptive,Density,Loco,Concholepas concholepas,indiviudals/m2,N/A,N/A,No,No,N/A,0,0,0,10,1998,2003,5,6,No,No,,,,,,
#391,Gonzalez 2006,11,Economic-environmental,Economic,Mixed,Quantitative,Direct non-extractive sampling,Interview,N/A,Published literature,Official reports (SERNAPESCA),N/A,Density,Descriptive,Density,Loco,Concholepas concholepas,indiviudals/m2,N/A,N/A,No,No,N/A,0,62,0,45,2003,2003,<1,1,No,No,,,,,,
#391,Gonzalez 2006,12,Economic-environmental,Economic,Mixed,Quantitative,Direct non-extractive sampling,Interview,N/A,Published literature,Official reports (SERNAPESCA),N/A,Landings,Descriptive,Landings,Loco,Concholepas concholepas,no. of individuals,N/A,N/A,No,No,N/A,0,Multiple,0,Multiple,1990,2003,13,14,Yes,No,,,,,,
#391,Gonzalez 2006,13,Economic-environmental,Economic,Mixed,Quantitative,Direct non-extractive sampling,Interview,N/A,Published literature,Official reports (SERNAPESCA),N/A,Landings,Descriptive,Landings,Loco,Concholepas concholepas,tonnes,N/A,N/A,No,No,N/A,0,Multiple,0,49,1960,2003,43,43,Yes,No,,,,,,
#79,Petit 2022,1,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,Observation,N/A,N/A,N/A,N/A,Behaviour,Inferential analysis,Flight Initiation Distance (FID),Fish,Kyphosus sandwicensis,cm,Depth,N/A,N/A,Yes,"ANOVA, PERMANOVA",2,0,0,0,2017,2018,1,1,No,No,Compares MPA to Multiple-use MPA,,,,,
#79,Petit 2022,2,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,Observation,N/A,N/A,N/A,N/A,Behaviour,Inferential analysis,Flight Initiation Distance (FID),Fish,Acanthurus leucopareius,cm,Depth,N/A,N/A,Yes,"ANOVA, GLMM, Likelihood ratio test",2,0,0,0,2017,2018,1,1,No,No,,,,,,
#79,Petit 2022,3,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,Observation,N/A,N/A,N/A,N/A,Behaviour,Inferential analysis,Fleeing distance,Fish,Kyphosus sandwicensis,cm,Depth,N/A,N/A,Yes,ANOVA,2,0,0,0,2017,2018,1,1,No,No,,,,,,
#79,Petit 2022,4,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,Observation,N/A,N/A,N/A,N/A,Behaviour,Inferential analysis,Fleeing distance,Fish,Acanthurus leucopareius,cm,Depth,N/A,N/A,Yes,ANOVA,2,0,0,0,2017,2018,1,1,No,No,,,,,,
#79,Petit 2022,5,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,Observation,N/A,N/A,N/A,N/A,Biomass,Inferential analysis,Biomass,Fish,Kyphosus sandwicensis,t/ha,Depth,N/A,N/A,Yes,ANOVA,2,0,0,0,2017,2018,1,1,No,No,,,,,,
#79,Petit 2022,6,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,Observation,N/A,N/A,N/A,N/A,Size,Inferential analysis,Fish length,Fish,Kyphosus sandwicensis,cm,Depth,N/A,N/A,Yes,ANOVA,2,0,0,0,2017,2018,1,1,No,No,,,,,,
#79,Petit 2022,7,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,Observation,N/A,N/A,N/A,N/A,Size,Inferential analysis,Fish length,Fish,Acanthurus leucopareius,cm,Depth,N/A,N/A,Yes,"ANOVA, GLMM, Likelihood ratio test",2,0,0,0,2017,2018,1,1,No,No,,,,,,
#246,Oyanedel 2016,1,Social,Social,Primary,Quantitative,Interview,Questionnaire,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Stakeholder participation,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Social network analysis,2,0,0,0,2012,2012,<1,1,No,No,,,,,,
#246,Oyanedel 2016,2,Social,Social,Primary,Quantitative,Interview,Questionnaire,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Resource use and valuation,N/A,N/A,Likert scale (1-5),N/A,N/A,N/A,Yes,"Mann-Whitney U, Cliff's Delta",2,0,0,0,2012,2012,<1,1,No,No,,,,,,
#246,Oyanedel 2016,3,Social,Social,Primary,Quantitative,Interview,Questionnaire,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Food / economic security impacts,N/A,N/A,Likert scale (1-5),N/A,N/A,N/A,No,"Mann-Whitney U, Cliff's Delta",2,0,0,0,2012,2012,<1,1,No,No,,,,,,
#246,Oyanedel 2016,4,Social,Social,Primary,Quantitative,Interview,Questionnaire,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Ecological effectiveness,N/A,N/A,Likert scale (1-5),N/A,N/A,N/A,No,"Mann-Whitney U, Cliff's Delta",2,0,0,0,2012,2012,<1,1,No,No,,,,,,
#246,Oyanedel 2016,5,Social,Social,Primary,Quantitative,Interview,Questionnaire,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Wellbeing impacts,N/A,N/A,Likert scale (1-5),N/A,N/A,N/A,No,"Mann-Whitney U, Cliff's Delta",2,0,0,0,2012,2012,<1,1,No,No,,,,,,
#246,Oyanedel 2016,6,Social,Social,Primary,Quantitative,Interview,Questionnaire,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Cultural identity impacts,N/A,N/A,Likert scale (1-5),N/A,N/A,N/A,No,"Mann-Whitney U, Cliff's Delta",2,0,0,0,2012,2012,<1,1,No,No,,,,,,
#246,Oyanedel 2016,7,Social,Social,Primary,Quantitative,Interview,Questionnaire,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Effectiveness of governance,N/A,N/A,% (satisfaction),N/A,N/A,N/A,Yes,Mann-Whitney U,2,0,0,0,2012,2012,<1,1,No,No,,,,,,
#198,Petit 2018,1,Social,Social,Secondary,Quantitative,N/A,N/A,N/A,Official documents,N/A,N/A,Area,Descriptive,Size of area protected,N/A,N/A,km2,N/A,N/A,N/A,No,N/A,Multiple,0,0,0,2008,2018,10,1,No,No,,,,,,
#198,Petit 2018,2,Social,Social,Secondary,Quantitative,N/A,N/A,N/A,Official documents,N/A,N/A,Area,Descriptive,Size of area protected,N/A,N/A,%,N/A,N/A,N/A,No,N/A,Multiple,0,0,0,2008,2018,10,1,No,No,,,,,,
#198,Petit 2018,3,Social,Social,Secondary,Quantitative,N/A,N/A,N/A,Official documents,N/A,N/A,Area,Descriptive,Size of area protected,N/A,N/A,no. of areas,N/A,N/A,N/A,No,N/A,Multiple,0,0,0,2008,2018,10,1,No,No,,,,,,
#198,Petit 2018,4,Social,Social,Secondary,Quantitative,N/A,N/A,N/A,Official documents,N/A,N/A,Management,Descriptive,Management plan quality,N/A,N/A,no. of areas,Level of protection,N/A,IUCN PAME criteria,No,N/A,Multiple,0,0,0,2008,2018,10,1,No,No,,,,,,
#213,Ruano-Chamorro 2017,1,Economic,Economic,Mixed,Quantitative,Questionnaire,Direct extractive sampling,N/A,Published literature,Landings data,N/A,Catch per unit effort,Inferential analysis,Catch per unit effort,Loco,Concholepas concholepas,individuals/hour,Fishing experience,Fishers (41),N/A,Yes,Wilcoxon sum of ranks test,0,3,2,0,1996,2013,17,2,Yes,No,,,,,,
#213,Ruano-Chamorro 2017,2,Economic,Economic,Mixed,Quantitative,Questionnaire,Direct extractive sampling,N/A,Published literature,Landings data,N/A,Catch per unit effort,Inferential analysis,Catch per unit effort,Keyhole limpet,Fissurella spp,kg/hour,Fishing experience,Fishers (41),N/A,Yes,Wilcoxon sum of ranks test,0,3,2,0,1996,2013,17,2,Yes,No,,,,,,
#213,Ruano-Chamorro 2017,3,Economic,Economic,Mixed,Quantitative,Direct extractive sampling,N/A,N/A,Published literature,Landings data,N/A,Landings,Descriptive,Catch composition,Loco,Concholepas concholepas,kg,N/A,N/A,N/A,No,N/A,0,3,2,0,2013,2013,<1,1,No,No,,,,,,
#213,Ruano-Chamorro 2017,4,Economic,Economic,Mixed,Quantitative,Direct extractive sampling,N/A,N/A,Published literature,Landings data,N/A,Landings,Descriptive,Catch composition,Keyhole limpet,Fissurella spp,kg,N/A,N/A,N/A,No,N/A,0,3,2,0,2013,2013,<1,1,No,No,,,,,,
#213,Ruano-Chamorro 2017,5,Economic,Economic,Mixed,Quantitative,Direct extractive sampling,N/A,N/A,Published literature,Landings data,N/A,Landings,Descriptive,Catch composition,Red sea urchin,Loxechinus albus,kg,N/A,N/A,N/A,No,N/A,0,3,2,0,2013,2013,<1,1,No,No,,,,,,
#512,Marín 2023,1,Social,Social,Primary,Quantitative,Questionnaire,N/A,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Stakeholder participation,N/A,N/A,N/A,Disaster impacts,Fishers,N/A,Yes,Social network analysis,0,0,0,37,2008,2014,6,2,No,No,,,,,,
#512,Marín 2023,2,Social,Social,Primary,Quantitative,Questionnaire,N/A,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Effectiveness of governance,N/A,N/A,% (responses),Disaster impacts,Fishers,N/A,Yes,Social network analysis,0,0,0,37,2008,2014,6,2,No,No,,,,,,
#112,Garmendia 2021,1,Economic,Economic,Mixed,Quantitative,Questionnaire,Direct extractive sampling,N/A,Landings (SERNAPESCA),N/A,N/A,Catch per unit effort,Inferential analysis,Catch per unit effort,Loco,Concholepas concholepas,individuals/hour,Index of availability,Fishers (57),N/A,Yes,"ANOVA, Spearman rank correlation coefficient, GLMM",0,12,6,0,2018,2020,2,1,No,No,,,,,,
#112,Garmendia 2021,2,Economic,Economic,Mixed,Quantitative,Questionnaire,Direct extractive sampling,N/A,Landings (SERNAPESCA),N/A,N/A,Catch per unit effort,Inferential analysis,Catch per unit effort,Keyhole limpet,Fissurella spp,kg/hour,Index of availability,Fishers (57),N/A,Yes,"ANOVA, Spearman rank correlation coefficient, GLMM",0,12,6,0,2018,2020,2,1,No,No,,,,,,
